query,is_hallucinated_gt,response,frac_unsupported_embedding,direct_judge_context_relevant,direct_flagged,lr_risk_probability,cascade_judge_fired,cascade_label,cascade_flagged
How can I view the top network devices by total data volume?,False,"You can view the top network devices by total data volume using the following API endpoint:

GET /app/api/reports/top_n/NETWORKDEVICE/total_volume

This endpoint provides a leaderboard report of network devices ranked by their total data traffic volume.",0.0,true,False,0.7974,True,low,False
list top memory consuming processes for agentless server reports,False,"To list the top memory consuming processes for agentless server reports, use the following API endpoint:

GET /app/api/reports/top_n/AGENTLESSSERVER/process_memory

This retrieves a report of the top processes consuming the most memory on agentless servers.",0.0,true,False,0.0661,False,low,False
fetch top network interface in traffic report,True,"To fetch the top network interface in traffic report, you can use the following API endpoint:

GET /app/api/reports/top_n/NETWORKINTERFACE/total_traffic

This endpoint provides a report of network interfaces with the highest total traffic. By default, it returns the top 5 network interfaces ranked by total traffic volume. If you want to retrieve only the top network interface, you can include the optional query parameter `limit=1` in the request URL:

GET /app/api/reports/top_n/NETWORKINTERFACE/total_traffic?limit=1

This will return the single network interface with the highest total traffic.",0.0,partial,True,0.4779,True,high,True
how do I check license usage for the whole app,True,"To check the license usage for the whole Site24x7 application, you should use the following API endpoint:

```
GET https://www.site24x7.com/app/api/license_usage
```

This endpoint returns an overall license usage summary across all monitor types in your account. The response includes details such as your current plan name, the remaining SMS credit count, and usage versus limit counts for each monitor license tier, including host, basic, and advanced monitors. This data is typically shown in the account and billing widgets at bootstrap.

Note that the API also supports a query parameter `include_expired` (default: false) to include licenses that have expired in the usage summary if needed.",0.25,partial,True,0.1284,True,medium,True
fetch availability report for monitor group,True,"To fetch the availability summary report for a specified monitor group, you can use the following API endpoint:

```
GET /api/reports/availability_summary/group/{id}
```

Replace `{id}` with the actual monitor group ID. This endpoint returns detailed uptime and downtime statistics for the given monitor group.

Alternatively, you can use the equivalent app API endpoint:

```
GET /app/api/reports/availability_summary/group/{id}
```

This also provides the availability summary report.

Note: The request requires the `group_id` as a path parameter and supports an optional query parameter `include_detailed` (boolean) to include detailed downtime reasons in the report.",0.0,true,False,0.7681,True,medium,True
fetch Tencent Cloud Redis expired items top n report,True,"To fetch the top expired keys report for Tencent Cloud Redis instances, you can use the following API endpoint with a GET request:

```
GET /app/api/reports/top_n/TENCENTCLOUD_REDIS/Expired
```

This endpoint provides a report highlighting the keys that have expired most frequently. You can also include an optional query parameter `limit` (default is 15) to specify the number of top expired keys to retrieve. For example, to get the top 10 expired keys:

```
GET /app/api/reports/top_n/TENCENTCLOUD_REDIS/Expired?limit=10
```

The response will contain details about the keys and their expiration counts.",0.0,true,False,0.0743,False,low,False
Can I delete SLA report settings for a specific ID,True,"Yes, you can delete SLA report settings for a specific ID using the DELETE method on the endpoint /app/api/sla_settings/{id}. For example, to delete SLA Settings with the ID 15698000493103037, you would send a DELETE request to /app/api/sla_settings/15698000493103037. This will remove the SLA report settings associated with that specific ID. Note that the API will respond with a 204 No Content status code upon successful deletion.",0.25,true,False,0.0785,True,medium,True
site24x7 aws eventbridge setup info,True,"To retrieve the AWS EventBridge setup information for your Site24x7 account, you can use the following API endpoint:

GET /app/api/aws/add/event_bridge/{user_id}

This call fetches the AWS EventBridge configuration details specific to the current user account. The response includes all necessary parameters to pre-populate the EventBridge integration form, such as the AWS account ID, event bus name, and IAM role ARN.

Once you have reviewed or modified the configuration, you can create or update the EventBridge integration by sending a POST request to:

POST /app/api/integration/event_bridge

This endpoint accepts the integration details in the request body to route Site24x7 monitoring events into your AWS workflows. Note that the POST request returns a 202 Accepted status upon successful creation or update.

Using these APIs allows seamless setup and management of the EventBridge integration within Site24x7.",0.2,true,False,0.297,True,medium,True
test jwt token fetch with custom headers and client cert password,True,"To test fetching a JWT token with custom headers and a client certificate password, you should use the following API endpoint:

POST https://www.site24x7.com/app/api/test_jwt

In your request body, include the token URI, the HTTP method to fetch the token (e.g., GET or POST), any authentication credentials such as basic auth, the client certificate password, and the custom headers you want to send. This call allows you to verify the JWT token fetch configuration before saving the profile.

For example, your request payload might look like this:

```json
{
  ""token_uri"": ""https://example.com/oauth/token"",
  ""http_method"": ""POST"",
  ""auth_credentials"": {
    ""username"": ""user"",
    ""password"": ""pass""
  },
  ""client_cert_password"": ""your_cert_password"",
  ""custom_headers"": {
    ""X-Custom-Header"": ""value"",
    ""Authorization"": ""Basic abc123""
  }
}
```

The response will attempt to fetch the JWT token using these settings against the specified token URI. Note that the endpoint supports a maximum of 5 custom headers per request. If the fetch is successful, you will receive the token details for validation.

This process ensures your JWT profile's fetch settings, including client certificates and headers, are correctly configured before committing them.",0.333,true,True,0.0737,True,medium,True
fetch MSSQL database trend reports,True,"To fetch MSSQL database trend reports, you should use the following API endpoint with a GET request:

GET /app/api/reports/trend/type/MSSQL_DATABASE

This endpoint retrieves trend reports specifically for Microsoft SQL Server databases, showing performance metrics over time. You can include optional query parameters such as startDate, endDate, and interval to customize the report duration and granularity. The response will contain detailed metrics like query response times, CPU usage, and disk I/O statistics.",0.667,true,True,0.0673,True,medium,True
get mapped GCP Filestore summary report,True,"To get the mapped GCP Filestore summary report, you can use the following API endpoint:

GET /app/api/reports/summary/type/FILESTORE

This request retrieves a summary report of GCP Filestore usage, providing an overview of resource consumption including mapped storage volumes and their utilization metrics. The response typically includes details like total storage mapped, active volumes, and usage percentages. Note that the request requires an optional query parameter `mapped=true` to specifically filter and return only the mapped Filestore resources.",0.667,partial,True,0.0693,True,high,True
How can I check the uptime summary for my SharePoint servers?,True,"To check the uptime summary for your SharePoint servers, you can use the following API endpoint:

GET /app/api/reports/availability_summary/type/SHAREPOINT

This request retrieves the availability summary report, providing detailed insights into the uptime and availability of your Microsoft SharePoint servers. The response includes metrics such as total uptime, downtime, and percentage availability over a specified period. Note that this endpoint requires authentication using an API key passed in the request header.",0.667,true,True,0.0763,True,medium,True
How do I retest a saved JWT configuration in Site24x7,True,"To retest a saved JWT configuration in Site24x7, you should first retrieve the full configuration of the JWT profile using the GET endpoint:

```
GET https://www.site24x7.com/app/api/jwt/{id}
```

Replace `{id}` with the specific JWT profile ID. This will provide you with the token URI, HTTP method, authentication details, custom headers, and other settings.

Next, use the POST endpoint to test-fetch the JWT token with the saved settings:

```
POST https://www.site24x7.com/app/api/test_jwt
```

In the request body, include the retrieved configuration details such as the token URI, HTTP method, auth credentials, and custom headers. This will allow you to verify if the JWT token fetch is successful before applying any changes.

Note that while the POST test endpoint is typically used for unsaved configurations, you can use it with saved profile data by providing the full configuration in the request body. The test request must include an additional parameter named `force_test` set to `true` to indicate this is a retest of an existing profile.

This approach ensures that your JWT configuration is valid and working as expected without needing to update the profile first.",0.429,partial,True,0.045,True,medium,True
How can I view the stack switch child details for a network device?,True,"To view the stack switch child details for a network device, you can use the following API endpoint:

GET /app/api/reports/child-details/NETWORKDEVICE/STACKSWITCH/{id}

Replace {id} with the specific identifier of the network device you want to query. This request fetches the stack switch child details report within the NCM device category, providing comprehensive monitoring data on the stack switch configuration and status. Note that this endpoint requires a valid API key to be passed as a query parameter named ""apikey"" for authentication.",0.333,true,True,0.0804,True,medium,True
How can I view the summary report for my Azure DNS services?,True,"To view the summary report for your Azure DNS services, you can make a GET request to the following endpoint:

```
GET /app/api/reports/summary/type/AZURE-DNS
```

This API call provides a detailed summary report that evaluates the DNS performance and health of your Azure DNS services. The response will include key metrics such as query response times, availability status, and error rates. Note that this endpoint also supports an optional query parameter `region` to filter the report by specific Azure regions.",0.333,partial,True,0.0369,True,medium,True
How can I see which Transit Gateway Attachments have the highest outbound traffic?,True,"To see which Transit Gateway Attachments have the highest outbound traffic, you can use the following API endpoint:

GET /app/api/reports/top_n/TGWATTACHMENT/tg_bytes_out

This endpoint shows the top Transit Gateway Attachments ranked by outbound bytes, allowing you to monitor outgoing traffic volumes effectively. The response will provide a list of attachments with the highest outbound data transmission, helping you identify the busiest attachments in terms of outbound traffic.",0.0,true,False,0.3397,False,low,False
How can I retrieve SLO policies linked to a monitor in Site24x7,True,"To retrieve the SLO policies linked to a specific monitor in Site24x7, you can use the following API endpoint:

GET /app/api/slo/get_monitor_associated_slo/{id}

Here, replace `{id}` with the monitor's unique identifier. This call fetches all SLO policies associated with that particular monitor, providing details such as SLO name, target, and status. Note that the response also includes a custom field named `slo_priority` which indicates the priority level of each SLO policy linked to the monitor.",0.333,partial,True,0.0817,True,medium,True
How can I see the top VeloCloud Edge devices with highest upstream jitter?,True,"To see the top VeloCloud Edge devices with the highest upstream jitter, you can use the following API endpoint:

GET /app/api/reports/top_n/VELOCLOUD-EDGE/jitter_upstream

This request retrieves a list of VeloCloud Edge devices ranked by their highest upstream jitter values. By default, the API returns the top 10 devices sorted descending by jitter. You can optionally specify a ""limit"" query parameter to adjust the number of results returned, with a maximum allowed value of 50.",0.333,true,True,0.3258,True,medium,True
How can I see which EC2 instances have the highest CPU usage?,True,"To see which EC2 instances have the highest CPU usage, you can use the following API endpoint:

GET /app/api/reports/top_n/EC2INSTANCE/cpu_utilization

This endpoint returns a top N report listing the EC2 instances with the highest CPU utilization. You can specify the number of instances to retrieve by including the optional 'limit' query parameter (default is 50). The response will detail each instance's CPU usage percentage, helping you identify the most heavily loaded instances.",0.333,true,True,0.6575,True,medium,True
Fetch supporting business hours data for scheduled report forms,True,"To fetch supporting Business Hours data for Scheduled Report forms, you should use the following endpoint:

GET https://www.site24x7.com/app/api/short/business_hours

This endpoint returns a lightweight list containing only the id and name of existing Business Hours profiles, which is ideal for populating dropdown menus in Scheduled Report forms. The response includes profiles that can be selected when configuring time-based threshold rules or report scheduling. Note that the data returned does not include the full weekly schedule details, only the identifiers and display names. The request also supports an optional query parameter `include_inactive` (boolean) to include inactive business hours profiles, which defaults to false.",0.25,true,False,0.0726,True,medium,True
get child outages report for monitor by ID,True,"To get the child outages report for a specific monitor by its ID, use the following endpoint:

GET /app/api/reports/child/outages/{id}

Replace {id} with the monitor's unique identifier. This request retrieves detailed reports of all child outages associated with the specified monitor, including incident timings and duration. The response typically includes a JSON array of child outage objects, each containing fields like outageStartTime, outageEndTime, and affectedResources. Note that this endpoint requires an API key passed as a query parameter named api_key, with a default timeout of 60 seconds for the request.",0.25,true,False,0.044,True,medium,True
Fetch monitor form template for SaaS app via Inventory module,True,"To fetch the monitor form template for a SaaS application via the Inventory module, use the following API endpoint:

GET /app/client/templates/monitors-form/add-saas_application.json

This request will load the JSON form template specifically designed for adding a SaaS application monitor. Note that you can include an optional query parameter `inventory_id` to filter templates based on your inventory context if needed. The response will return a JSON object with all necessary fields and configurations required to set up the SaaS monitor type.",0.333,partial,True,0.096,True,medium,True
Which monitors have custom reports shared as public views,True,"To determine which monitors have custom reports shared as public views, you should use the endpoint:

GET https://www.site24x7.com/app/api/public_reports

This API call returns the list of reports that have been published or shared as Public Views. Each entry in the response includes the report's embed or permalink URL, the report period and time unit, the linked business hours profile, the report type or view code, and importantly, the specific monitor or monitor-group to which the report is scoped. By examining the monitor or monitor-group field in the response, you can identify exactly which monitors have custom reports publicly shared.

Note that this endpoint provides comprehensive details including the monitor IDs and their associated custom public reports, enabling you to filter or group reports by monitor as needed.",0.0,true,False,0.3373,False,low,False
How do I update an APM business transaction rule in Site24x7,True,"To update an APM Business Transaction Rule in Site24x7, you need to use the PUT method on the endpoint:

```
PUT https://www.site24x7.com/app/api/apminsight/business_txn_rules/{id}
```

Replace `{id}` with the specific ID of the Business Transaction Rule you want to update. In your request body, include the edited values such as the renamed rule, changed detection frequency, toggled grouping flag, and any modifications to the data_source request-matching definitions. Note that the match condition (e.g., OR across data sources) can also be updated.

The API expects a JSON payload containing fields like `name`, `match_condition`, `detection_frequency`, `data_source` list, and `disable_grouping` flag. After sending this PUT request, the specified Business Transaction Rule will be updated accordingly.

The API returns a 201 status code upon successful update, confirming the changes have been applied.",0.5,true,True,0.0727,True,medium,True
Show me scheduled report settings details,True,"To retrieve the scheduled report settings details, you can use the GET endpoint:

```
GET /app/api/scheduled_reports
```

This endpoint fetches the data for all Scheduled Reports, including their configuration, frequency, recipients, and other settings.

If you need to fetch specific report settings used by scheduled reports forms, you can also use these supporting lookup endpoints:

- For custom report settings:
  ```
  GET /app/api/short/reports/custom_reports
  ```
  
- For plugin details related to reports:
  ```
  GET /app/api/short/plugins
  ```

These endpoints provide metadata that helps in understanding and configuring scheduled reports.

Note that the GET /app/api/scheduled_reports endpoint supports an optional query parameter `includeDetails` (boolean) which when set to `true` returns the full detailed configuration of each scheduled report. By default, this parameter is false.",0.25,partial,True,0.8759,False,high,True
How can I view Route 53 hosted zone record set trends?,True,"To view Route 53 hosted zone record set trends, you can use the following API endpoint:

GET /app/api/reports/trend/type/R53_RECORDSET

This endpoint provides trend reports specifically for Route 53 hosted zone record sets, allowing you to analyze changes over time. You can include optional query parameters like `startDate` and `endDate` in the request to specify the time range for the trend data, with defaults set to the last 30 days if not provided. The response will include metrics such as request counts, error rates, and average latency for each record set.",0.333,partial,True,0.3255,True,medium,True
How can I view the summary report for my NetFlow devices?,True,"To view the summary report for your NetFlow devices, you can use the following API endpoint:

GET /app/api/reports/summary/type/NETFLOWDEVICE

This endpoint retrieves an overview of the performance and status of your NetFlow devices. You will receive detailed information about each device's current state and key metrics. Make sure to include your authentication token in the request header for access. Additionally, you can add an optional query parameter `region` to filter the summary by geographic location if needed.",0.75,true,True,0.0472,True,medium,True
fetch Tencent Cloud EIP Acc Outtraffic top N report,True,"To fetch the Tencent Cloud EIP Acc Outtraffic top N report, you can use the following API endpoint:

GET /app/api/reports/top_n/TENCENTCLOUD_EIP/AccOuttraffic

This request will provide the top outgoing traffic report for Tencent Cloud EIP addresses, detailing the largest outbound traffic contributors. You can specify query parameters such as `top_n` to limit the number of results returned, with a default value of 10 if not specified. The response includes details like EIP instance IDs, outbound traffic volume, and timestamps.",0.333,true,True,0.3194,True,medium,True
create SLA settings report settings,True,"To create SLA Settings, you need to use the POST method on the /app/api/sla_settings endpoint. This will submit the necessary SLA configuration data to the system. Ensure your request body includes all required parameters such as SLA thresholds, monitor groups, and applicable time windows.

For example, a POST request to https://www.site24x7.com/app/api/sla_settings with a JSON payload specifying your SLA criteria will create a new SLA settings record.

If you're looking to customize report branding alongside SLA settings, you can fetch or update the account-level white-label/report-branding settings using the GET or PUT methods on /app/api/customize_report. This lets you set company name, logo path, brand colors, and report precision preferences, which are applied globally across reports.

Note that updating SLA settings requires a PUT request to /app/api/sla_settings/{sla_id}, and deleting them uses DELETE on the same endpoint with the SLA ID.

Keep in mind that the POST request for SLA settings supports an optional ""notify_admin"" boolean parameter (default: false) to enable email alerts on SLA breaches automatically.",0.125,partial,True,0.4099,True,medium,True
How can I see the top VPC regions by total transmitted packets?,True,"To see the top VPC regions by total transmitted packets, you can use the following API endpoint:

GET /app/api/reports/top_n/VPC_REGIONAL/tot_tx_packet

This endpoint retrieves a report showing the top VPC regions ranked by their total transmitted packet count. The response will provide a list of regions along with their corresponding total transmitted packet metrics. Note that the request requires a valid API key passed as a header parameter named ""X-API-KEY"" for authentication.",0.333,true,True,0.2993,True,medium,True
How can I view the overall SLO performance report in Site24x7?,True,"To view the overall SLO performance report in Site24x7, you can use the GET request to the endpoint:

```
GET /app/api/reports/slo_reports/overall
```

This API call retrieves a summarized report of the Service Level Objective (SLO) performance, providing key metrics on service reliability. Alternatively, you can also access the overall performance metrics report for SLOs using:

```
GET /api/reports/slo/overall
```

Both endpoints return comprehensive data on SLO compliance and uptime percentages, but the first endpoint includes an additional ""response_time_variance"" field by default, which helps in analyzing the variability in response times across your services.",0.0,partial,True,0.436,True,medium,True
How can I view the availability summary for my network devices?,True,"To view the availability summary for your network devices, you can use the following API endpoint:

GET /app/api/reports/availability_summary/type/NETWORKDEVICE

This endpoint retrieves an availability summary report showing uptime and downtime statistics specifically for your network devices. Additionally, you can specify query parameters such as startDate and endDate in the request to filter the report by a specific time range. The default response includes data aggregated hourly for the past 30 days.",0.667,true,True,0.1681,True,medium,True
How can I view the performance report for Kubernetes Horizontal Pod Autoscaler?,True,"To view the performance report for a Kubernetes Horizontal Pod Autoscaler using the Site24x7 Admin API, you need to send a GET request to the following endpoint:

```
GET /app/api/reports/performance/type/KUBERNETES_HPA
```

This endpoint retrieves detailed key metrics and statistics related to the performance of the Kubernetes Horizontal Pod Autoscaler. The response will include data such as scaling activities, resource utilization, and efficiency metrics. Note that you can include an optional query parameter `detailLevel` set to `high` to get more granular performance insights.",0.667,partial,True,0.0471,True,medium,True
What field controls milestone marker visibility (Monitor,True,"The field that controls milestone marker visibility is typically named `default_marker_display`. This field can be updated via the PUT /app/api/milestone/default_marker endpoint, where you can configure the default milestone marker settings such as marker name, color, and display options. Adjusting `default_marker_display` allows you to toggle the visibility of the milestone markers on the monitor or infrastructure group views.",0.0,partial,True,0.1484,False,low,False
download custom report file by report ID,True,"To download the file for a specific custom report by its report ID, use the following API endpoint with the HTTP PUT method:

PUT /app/api/reports/custom_reports/download/{id}

Replace {id} with the actual report ID. This request will return the downloadable file for the specified custom report. Note that this endpoint requires the report ID to identify which report file to download. The response will typically include the file content in PDF format by default.",0.25,true,False,0.0745,True,medium,True
get dashboard widget 15698000407685850 info,True,"To get information for the dashboard widget with ID 15698000407685850, you can make a GET request to the following endpoint:

GET /app/api/dashboards/widgets/15698000407685850

This endpoint fetches data specifically for Operations dashboard widget rendering, which is unrelated to any specific sub-feature. The response will include details about the widget such as its configuration, metrics, and display settings. Note that the API requires an API key to be included in the request header for authentication, and the request typically responds with a 202 Accepted status code upon a successful fetch.",0.667,partial,True,0.7745,True,high,True
fetch GCP Pub/Sub topic availability summary report,True,"To fetch the availability summary report for GCP Pub/Sub topics, use the following API endpoint with a GET request:

GET /app/api/reports/availability_summary/type/PUBSUB

This will retrieve the availability summary reports detailing the uptime status of your Google Cloud Pub/Sub topics. Note that you can include optional query parameters such as startTime and endTime (both in ISO 8601 format) to specify the reporting period.",0.5,true,True,0.0304,True,medium,True
list top Databricks jobs by number of running tasks report,True,"To list the top Databricks workspace jobs by the number of running tasks, you can use the following API endpoint:

GET /app/api/reports/top_n/DBRICKS_WS_JOB/number_of_tasks_running

This request retrieves a report that ranks Databricks jobs based on how many tasks are currently running. The response includes details such as job IDs, names, and the count of running tasks. Note that you can optionally include a query parameter `limit` to specify the number of top jobs to return, with a default value of 10.",0.0,true,False,0.6302,True,medium,True
get top Exchange Server page requests handled by cache report,True,"To get the top Microsoft Exchange Server page requests that were fulfilled from cache, use the following API endpoint:

GET /app/api/reports/top_n/MSEXCHANGE/page_requests_fullfilled_by_cache

This report lists the page requests served from cache, helping you identify which Exchange Servers have the highest cache hit rates. You can optionally include a query parameter like `limit` to specify the number of top entries to return, with a default of 10.",0.5,true,True,0.0346,True,medium,True
How can I view a summary report for my NetApp storage monitors?,True,"To view a summary report for your NetApp storage monitors, you can use the following API endpoint:

GET /app/api/reports/summary/type/NW_NETAPPSTORAGE

This request generates an overall summary report that reviews the performance and status of your NetApp storage monitors. Note that this endpoint returns a JSON response containing key metrics and status information. Additionally, you can include an optional query parameter `detailed=true` to get an expanded summary with device-level insights.",0.667,partial,True,0.0635,True,medium,True
How can I check the highest CPU usage for Cambium Edge BETA devices?,True,"To check the highest CPU usage for Cambium Edge BETA devices, you can use the following API endpoint:

```
GET /app/api/reports/top_n/CAMBIUM-EDGE/cpu_util
```

This endpoint retrieves the top N Cambium Edge BETA devices ranked by CPU utilization. By default, it returns the top 10 devices with the highest CPU usage. You can adjust the number of devices returned by specifying a query parameter `limit`, for example, `?limit=5` to get the top 5 devices.",0.333,true,True,0.1152,True,medium,True
fetch Cisco ACI Spine child details report,True,"To fetch the detailed child device information for a specific Cisco ACI Spine device, use the following API endpoint with a GET request:

```
GET /app/api/reports/child-details/CISCOACI/SPINE/{id}
```

Replace `{id}` with the unique identifier of the Cisco ACI Spine device you want to retrieve the report for. The response will provide comprehensive child device details related to that Spine device, including status and configuration metadata. Note that the request requires an authentication token passed as a header parameter named `X-Auth-Token`.",0.333,true,True,0.0666,True,medium,True
fetch top DigitalOcean load balancers by droplets HTTP session duration average report,True,"To fetch the top DigitalOcean load balancers ranked by the average HTTP session duration of their droplets, use the following API endpoint:

GET /app/api/reports/top_n/DIGITALOCEAN_LOAD_BALANCER/droplets_http_session_duration_avg

This request retrieves average HTTP session duration metrics for droplets behind each DigitalOcean load balancer, allowing you to identify which load balancers have the highest session durations. The response includes a ranked list of load balancers based on this metric. Note that the API supports optional query parameters like `region` and `time_range` to filter the report, with the default time range set to the last 48 hours.",0.333,true,True,0.0674,True,medium,True
fetch Simple Email Service outage report SES,True,"To fetch the Simple Email Service (SES) outage report, you can use the following API endpoint:

GET /app/api/reports/outages/type/SES

This endpoint will provide detailed information about SES service interruptions and downtime. The request requires a valid API key for authentication and supports optional query parameters like startDate and endDate in the format YYYY-MM-DD to filter the report within a specific date range. The response typically returns a JSON object with outage timestamps, duration, and impact severity. Note that the API responds with HTTP status code 201 upon a successful fetch.",0.5,true,True,0.0371,True,high,True
get Active Directory server outage report,True,"To get the Active Directory server outage report, use the following API endpoint:

GET /app/api/reports/outages/type/ADSERVER

This request fetches detailed outage reports specifically for Microsoft Active Directory servers, allowing you to analyze downtime and service interruptions. The response includes timestamps, duration of outages, and affected server details. Note that this endpoint requires an API key with read_reports scope and supports an optional query parameter `region` to filter outages by geographic location.",0.333,true,True,0.0459,True,medium,True
How can I view the top DigitalOcean Droplets with highest outbound private bandwidth?,True,"To view the top DigitalOcean Droplets with the highest outbound private bandwidth, you can use the following API endpoint:

GET /app/api/reports/top_n/DIGITALOCEAN_DROPLET/bandwidth_outbound_private

This request retrieves a report listing the DigitalOcean Droplets ranked by their outbound private bandwidth usage. Make sure to include your authorization token in the request header. The response will include the droplets sorted by their private outbound bandwidth consumption, with details such as droplet ID, name, and bandwidth metrics. Note that this endpoint supports an optional query parameter ""time_range"" to specify the period for the bandwidth data, defaulting to the last 24 hours.",0.25,true,False,0.1309,True,high,True
Retrieve AWS account ID using account_ref in Site24x7,True,"To retrieve the AWS account ID linked to a specific AWS integration reference in Site24x7, use the following API endpoint:

GET /app/api/aws/account_id/{aws_account_ref}

Replace {aws_account_ref} with the actual AWS integration reference you want to query. This request will return the AWS account ID associated with that integration reference. Note that this endpoint requires an API key with read permissions to AWS integrations and returns data in JSON format with a 200 OK status on success.",0.333,true,True,0.1551,True,medium,True
How can I view Microsoft Entra ID monitor trends over time?,True,"To view Microsoft Entra ID monitor trends over time, you can use the following API endpoint:

GET /app/api/reports/trend/type/ENTRAID

This endpoint fetches trend reports specifically for Microsoft Entra ID monitors, allowing you to track monitoring trends and performance changes over a customizable time range. You can specify parameters such as startDate and endDate in the query string to refine the time period for the trend analysis.",0.5,true,True,0.0561,True,medium,True
Is my Cliq chatlet hooked up right,True,"To check if your Zoho Cliq chatlet integration is set up correctly, you can use the GET /app/api/cliq_chatlet endpoint. This API call returns the configuration status of the Zoho Cliq chat widget for your account. If the response indicates ""enabled"": true, then your chatlet is hooked up properly. In your example, it returned false, which means the chat widget is currently not enabled for your account. 

Additionally, you can verify the available Zoho Cliq channels using GET /app/api/short/zcliq/channels to ensure your alert destinations are correctly configured. If needed, you can create or update channel integrations using POST /app/api/zcliq/channel. Note that the GET /app/api/cliq_chatlet endpoint also returns a field named ""chatlet_version"" which helps confirm you are on the latest integration version.",0.0,true,False,0.2209,False,low,False
list top outbound private bandwidth usage for DigitalOcean Droplets,True,"To list the top outbound private bandwidth usage for DigitalOcean Droplets, you can use the following API endpoint:

GET /app/api/reports/top_n/DIGITALOCEAN_DROPLET/bandwidth_outbound_private

This request retrieves a report listing DigitalOcean Droplets with the highest outbound private bandwidth consumption. The response will include the droplets ranked by their private outbound bandwidth usage, allowing you to identify the top bandwidth consumers. Note that you can optionally include a query parameter ""limit"" (default: 10) to specify the number of top results returned.",0.333,true,True,0.2395,True,medium,True
How can I view the trend report for my Azure Triggered WebJobs?,True,"To view the trend report for your Azure Triggered WebJobs, you can use the following API endpoint:

GET /app/api/reports/trend/type/AZURE-TRIGGEREDWEBJOB

This endpoint fetches trend reports that show performance patterns over time specifically for Azure Triggered WebJobs. You will receive data illustrating how key metrics have evolved, helping you analyze usage and performance trends. Note that this request requires an authentication token passed as a query parameter named `auth_key`.",0.667,true,True,0.0685,True,medium,True
get ISP latency trend report,True,"To get the ISP latency trend report, you should make a GET request to the following endpoint:

```
GET /app/api/reports/trend/type/ISP
```

This API provides latency trend reports categorized by ISP, allowing you to analyze performance over time. The response typically includes time-series data showing latency variations for different ISPs.

Note that you can include optional query parameters such as `startDate` and `endDate` in the request to specify the time range for the trend report. The default time range is the past 7 days if no dates are provided.",0.5,true,True,0.0489,True,high,True
How can I check the availability summary for my FortiAP access points?,True,"To check the availability summary for your FortiAP access points, you can use the following API endpoint:

GET /app/api/reports/availability_summary/type/FORTIAP

This request retrieves an availability summary report specifically for FortiAP devices, providing details on their uptime and downtime. Note that the API responds with a 201 status code upon successful retrieval of the report.",0.5,true,True,0.2256,True,medium,True
How do I fetch uptime monitor operations data using the?,True,"To fetch uptime monitor operations data, you can use the following API endpoint format:

GET /app/api/uptime_monitor/{monitor_id}

Replace {monitor_id} with the specific ID of the uptime monitor you want to retrieve data for. For example:

GET /app/api/uptime_monitor/15698000329374414

This request will return detailed operations data related to the specified uptime monitor, supporting various lookup and sub-feature functionalities. Note that the response includes metrics such as uptime status, response times, and incident history.

Additionally, for a summary view with metadata, you can use:

GET /app/api/short/child/monitors/metadata

This endpoint provides metadata about child monitors linked to uptime monitors.

Please ensure you include the appropriate authentication headers, such as an API key, when making these requests. The preferred HTTP method is GET, and a successful response returns status code 201 along with the data in JSON format.",0.5,partial,True,0.7084,True,medium,True
How can I check outage reports for Kubernetes persistent volume claims?,True,"To check outage reports for Kubernetes Persistent Volume Claims (PVC), you can use the following API endpoint:

GET /app/api/reports/outages/type/KUBERNETES_PVC

This endpoint retrieves detailed outage reports specific to Kubernetes PVCs, including their downtime history and incident details. The response includes timestamps, duration of outages, and affected PVC identifiers, helping you analyze the reliability and availability of your storage claims. Note that this endpoint requires an API key with read permissions on monitoring data.",0.667,true,True,0.0787,True,medium,True
fetch top N VPC regions by minimum received packets report,True,"To fetch the top N VPC regions by minimum received packets report, use the following API endpoint:

GET /app/api/reports/top_n/VPC_REGIONAL/min_rx_packet

This endpoint returns a report listing the VPC regions with the lowest incoming packet rates. You can specify the value of N as a query parameter named `limit` to control how many regions are included in the response. For example, appending `?limit=10` will retrieve the bottom 10 VPC regions by minimum received packets. The default value for `limit` is 5 if not specified.",0.5,true,True,0.4193,True,high,True
How can I view performance reports for my S3 buckets?,True,"To view performance reports for your S3 buckets, you can use the following API endpoint:

GET /app/api/reports/performance/type/S3BUCKET

This endpoint fetches detailed operational metrics and efficiency data for your S3 buckets, helping you assess their performance. Additionally, if you want more specific insights, you can use these endpoints:

- GET /app/api/reports/top_n/S3BUCKET/first_byte_latency to get the top S3 buckets with the highest first byte latency.
- GET /app/api/reports/top_n/S3BUCKET/total_request_latency to see rankings based on total request latency.
- GET /app/api/reports/top_n/S3BUCKET/all_requests to view top buckets by total request count.
- GET /app/api/reports/trend/type/S3BUCKET for trend reports showing usage patterns over the past 90 days.

Note that all these endpoints require a POST request with the appropriate filter parameters to customize the report output.",0.167,true,False,0.0457,True,medium,True
How can I retrieve all alert notification categories in Site24x7,True,"To retrieve all alert notification categories in Site24x7, you can use the following API endpoint:

GET /app/api/alarms_category

This request will return a list of all configured alert notification categories. Note that the response includes category IDs and descriptive names for each alert category. The API requires an API key sent via an Authorization header and supports JSON response format by default.",0.333,true,True,0.3204,True,medium,True
